YEAR DAY H0 IMFFF BzEEE BzMMM Densi Speed Press	Kp SSN Dsttt
2015   7 11  20.7  -3.3  -4.2  17.0  461.  6.85 63 103  -107
2015   7 12  19.4   0.0  -0.8   9.2  448.  3.40 40 103  -100
2015   7 13  18.2   3.2   2.7  10.9  433.  3.77 40 103  -101
2015   7 14  17.4   5.2   5.1   9.3  422.  3.03 40 103  -103
2015   7 15  16.7   6.8   7.2   9.2  420.  2.99 23 103   -98
2015   7 16  16.8   9.3  10.0   8.3  423.  2.80 23 103   -87
2015   7 17  17.3  12.5  13.5  10.0  429.  3.52 23 103   -73
2015   7 18  17.8  13.4  15.0  12.1  448.  4.79 20 103   -62
2015   7 19  16.6  11.6  13.8  16.6  448.  7.21 20 103   -50
2015   7 20  15.9  11.7  13.4  16.8  452.  7.47 20 103   -47
2015   7 21   9.8   3.2   2.3  22.8  460.  9.86 33 103   -39
2015   7 22   7.7  -2.7  -3.4  12.7  471.  5.66 33 103   -49
2015   7 23   8.6  -1.8  -0.4  11.0  484.  5.08 33 103   -51
2015   8  0  10.2  -2.1  -0.7   8.6  466.  3.66 37  99   -54
2015   8  1  12.7   4.5   4.0   5.8  474.  2.47 37  99   -58
2015   8  2   9.3   1.3   0.2  10.2  486.  4.63 37  99   -47
2015   8  3   9.2  -3.0  -3.6  12.3  464.  5.27 40  99   -48
2015   8  4  10.4  -2.9  -2.6  12.9  453.  5.32 40  99   -48
2015   8  5   7.2  -1.0  -0.3  19.8  453.  7.95 40  99   -41
2015   8  6   8.1  -2.2  -1.6  13.0  433.  4.80 27  99   -48
2015   8  7  10.5   1.0   1.3   8.7  435.  3.19 27  99   -56
2015   8  8  10.6   4.4   4.4   6.7  457.  2.70 27  99   -57
2015   8  9   8.8  -0.3  -0.4   7.1  439.  2.80 20  99   -56
2015   8 10   8.5  -0.6  -0.9   7.2  453.  2.79 20  99   -56
2015   8 11   8.9  -1.1  -1.5   6.4  466.  2.56 20  99   -55
2015   8 12   9.0   1.5   1.2   4.8  472.  2.00 23  99   -49
2015   8 13   8.4   4.3   4.2   4.1  479.  1.87 23  99   -44
2015   8 14   7.5  -2.4  -2.4   3.9  469.  1.74 23  99   -39
2015   8 15   6.7  -0.8  -0.7   3.7  479.  1.79 17  99   -40
2015   8 16   6.7   2.2   2.4   3.8  488.  1.86 17  99   -43
2015   8 17   6.8  -0.5  -0.2   3.6  479.  1.69 17  99   -40
2015   8 18   6.7   1.7   1.6   3.8  482.  1.82 17  99   -38
2015   8 19   6.8   0.0   0.6   3.5  471.  1.55 17  99   -38
2015   8 20   6.6  -0.8   0.6   3.9  494.  1.87 17  99   -35
2015   8 21   6.0  -2.4  -1.9   3.8  489.  1.83 27  99   -35
2015   8 22   5.5  -2.8  -2.9   4.0  482.  1.89 27  99   -38
2015   8 23   4.9   0.2   0.2   4.0  486.  1.91 27  99   -41
2015   9  0   5.0   1.7   1.7   4.1  478.  1.91 20 111   -42
2015   9  1   5.6   0.3   1.2   4.0  474.  1.79 20 111   -44
2015   9  2   6.1  -0.6   0.8   3.0  484.  1.38 20 111   -42
2015   9  3   5.3  -0.2   0.4   3.4  491.  1.65 17 111   -38
2015   9  4   6.2   4.7   4.2   4.2  508.  2.09 17 111   -32
2015   9  5   5.7   0.5   0.9   3.6  486.  1.69 17 111   -32
2015   9  6   6.0  -0.6  -0.1   3.5  476.  1.55 23 111   -35
2015   9  7   6.0  -0.8  -0.7   3.5  480.  1.57 23 111   -38
2015   9  8   5.0  -0.9  -0.8   3.0  473.  1.32 23 111   -43
2015   9  9   4.8   0.1  -0.0   2.8  483.  1.30 17 111   -43
2015   9 10   4.7   0.2   0.2   2.9  472.  1.28 17 111   -40
2015   9 11   4.8   1.1   1.0   2.9  474.  1.26 17 111   -37
2015   9 12   4.9  -2.4  -2.5   2.8  469.  1.19 20 111   -33
2015   9 13   4.7  -1.0  -1.0   2.3  462.  0.95 20 111   -32
2015   9 14   4.8   0.1   0.1   2.1  446.  0.79 20 111   -32
2015   9 15   4.8  -2.4  -2.3   2.3  453.  0.88 13 111   -30
2015   9 16   4.8  -0.9  -0.7   2.1  434.  0.72 13 111   -34
2015   9 17   4.6  -1.1  -0.7   2.1  432.  0.73 13 111   -36
2015   9 18   4.3   2.9   3.2   3.3  428.  1.15 10 111   -35
2015   9 19   4.3   1.7   2.4   3.6  420.  1.22 10 111   -34
2015   9 20   4.5   0.8   1.8   3.6  417.  1.21 10 111   -33
2015   9 21   5.0  -0.0   1.1   3.6  413.  1.19 20 111   -28
2015   9 22   4.8  -2.8  -1.7   3.3  410.  1.09 20 111   -24
2015   9 23   4.5  -3.6  -3.0   3.7  411.  1.21 20 111   -26
2015  10  0   4.4  -2.5  -1.5   4.3  406.  1.33 23 106   -32
2015  10  1   5.2   0.4   1.3   3.4  397.  1.01 23 106   -37
2015  10  2   5.8  -2.1  -1.7   3.2  382.  0.87 23 106   -29
2015  10  3   5.7  -2.5  -2.0   3.9  387.  1.12 33 106   -26
2015  10  4   5.2   1.1   1.7   3.9  390.  1.12 33 106   -25
2015  10  5   6.1  -1.7  -1.0   4.3  413.  1.37 33 106   -22
2015  10  6   6.4  -2.9  -2.5   4.0  410.  1.33 13 106   -27
2015  10  7   5.9   0.5   0.7   4.2  411.  1.44 13 106   -30
2015  10  8   6.6  -0.1   0.0   4.5  407.  1.48 13 106   -32
2015  10  9   6.9   2.6   2.6   4.7  414.  1.58 20 106   -31
2015  10 10   6.5  -2.4  -2.5   5.4  426.  1.99 20 106   -30
2015  10 11   7.1  -1.3  -1.4   5.6  425.  2.03 20 106   -31
2015  10 12   7.4   0.2   0.1   5.4  416.  1.89 23 106   -28
2015  10 13   7.7  -2.3  -2.3   5.6  423.  2.01 23 106   -24
2015  10 14   7.6  -1.6  -1.5   6.4  430.  2.33 23 106   -19
2015  10 15   7.4  -2.4  -2.2   6.6  444.  2.54 33 106   -17
2015  10 16   7.7  -0.9  -0.3   6.2  454.  2.31 33 106   -19
2015  10 17   7.5  -1.0  -0.2   5.5  443. 99.99 33 106   -24
2015  10 18   8.2   1.7   2.5   4.4  442.  1.74 10 106   -24
2015  10 19   8.8   5.0   5.3   4.1  445.  1.50 10 106   -23
2015  10 20   9.2   3.5   4.5   4.0  451.  1.52 10 106   -16
2015  10 21   8.5   2.3   3.2   3.9  446.  1.46  7 106   -20
2015  10 22   9.2   4.6   5.2   3.0  470.  1.24  7 106   -17
2015  10 23   8.8  -3.4  -1.1   2.8  494.  1.26  7 106   -14
2015  11  0   8.4  -2.9  -0.7   3.3  492.  1.42 30 122   -18
2015  11  1   8.2  -2.5  -0.5   3.5  489.  1.50 30 122   -23
2015  11  2   8.7  -3.2  -1.4   2.7  477.  1.15 30 122   -25
2015  11  3   8.9   0.7   2.1   2.7  474.  1.15 23 122   -26
2015  11  4   8.7  -0.1   1.3   2.4  490.  1.07 23 122   -24
2015  11  5   8.4   0.5   1.6   2.0  513.  1.01 23 122   -26
2015  11  6   8.1  -3.8  -3.2   2.0  545.  1.20 30 122   -28
2015  11  7   7.9  -4.5  -4.2   2.1  602.  1.46 30 122   -30
2015  11  8   7.9   0.3   0.5   2.0  540.  1.13 30 122   -37
2015  11  9   7.4   2.3   2.3   2.1  517.  1.08 20 122   -36
2015  11 10   7.8  -0.4  -0.5   1.6  503.  0.78 20 122   -33
2015  11 11   7.7  -0.6  -0.7   1.4  475.  0.62 20 122   -34
2015  11 12   7.8  -1.8  -1.9   1.4  466.  0.57 23 122   -37
2015  11 13   8.0  -0.8  -0.8   1.6  489.  0.72 23 122   -39
2015  11 14   8.0   0.1   0.2   1.7  487.  0.75 23 122   -36
2015  11 15   8.0   0.6   1.0   1.7  482.  0.73 10 122   -30
2015  11 16   8.0  -0.5   0.1   1.7  468.  0.69 10 122   -30
2015  11 17   8.0   0.0   0.7   1.7  458.  0.66 10 122   -31
2015  11 18   8.2  -0.8   0.2   1.6  450.  0.60 20 122   -29
2015  11 19   8.2  -1.3  -0.1   1.6  447.  0.60 20 122   -26
2015  11 20   7.4  -2.4  -1.5   2.7  445.  1.03 20 122   -22
2015  11 21   7.4   0.6   1.5   2.4  421.  0.82 27 122   -29
2015  11 22   7.6   0.0   1.3   2.1  428.  0.75 27 122   -29
2015  11 23   7.5  -0.6   0.6   2.3  416.  0.80 27 122   -26
2015  12  0   7.7   2.1   3.5   2.6  426.  0.92  3 124   -26
2015  12  1   7.3   0.1   1.7   3.0  443.  1.16  3 124   -24
2015  12  2   7.3  -0.7   1.0   3.4  456.  1.42  3 124   -23
2015  12  3   7.6   3.2   3.9   2.8  429.  1.03 13 124   -24
2015  12  4   7.1   0.5   1.2   3.1  427.  1.16 13 124   -20
2015  12  5   6.5   0.9   1.3   3.4  441.  1.34 13 124   -17
2015  12  6   6.7  -3.4  -3.0   3.7  458.  1.50 13 124   -21
2015  12  7   6.2   1.4   1.5   3.8  433.  1.41 13 124   -19
2015  12  8   6.4   3.2   3.2   4.0  433.  1.47 13 124   -19
2015  12  9   6.6   0.2   0.2   4.1  432.  1.47 17 124   -20
2015  12 10   6.3  -3.0  -3.0   4.2  435.  1.54 17 124   -25
2015  12 11   6.1   0.1   0.1   3.6  420.  1.26 17 124   -34
2015  12 12   5.9  -3.0  -3.0   4.6  459.  1.85 27 124   -38
2015  12 13   5.8   0.2   0.2   4.5  445.  1.74 27 124   -40
2015  12 14   5.9  -1.3  -1.2   4.7  436.  1.73 27 124   -37
2015  12 15   6.1   0.2   0.5   4.6  436.  1.68 23 124   -34
2015  12 16   5.9  -1.0  -0.9   4.0  416.  1.37 23 124   -30
2015  12 17   5.9  -0.0   0.1   4.1  410.  1.33 23 124   -30
2015  12 18   6.2  -1.5  -1.5   5.4  432.  1.96 23 124   -28
2015  12 19   6.1  -3.0  -2.5   5.6  440.  2.09 23 124   -28
2015  12 20   6.3  -0.5   0.5   5.1  436.  1.87 23 124   -28
2015  12 21   6.4  -2.3  -1.9   5.3  410.  1.76 20 124   -25
2015  12 22   6.2   2.0   2.5   5.3  423.  1.85 20 124   -24
2015  12 23   6.6   2.4   4.0   5.4  440.  2.03 20 124   -19
2015  13  0   6.4  -0.4   0.7   4.7  403.  1.51 17 101   -21
2015  13  1   6.5  -1.3   0.0   5.4  419.  1.86 17 101   -22
2015  13  2   6.8  -0.7   1.0   5.5  425.  1.93 17 101   -21
2015  13  3   6.4   0.3   1.3   4.9  407.  1.61 17 101   -20
2015  13  4   6.5   1.8   1.8   4.7  404.  1.60 17 101   -17
2015  13  5   6.9  -1.2  -1.1   5.2  412.  1.74 17 101   -15
2015  13  6   6.7   0.1   0.6   4.9  418.  1.69 10 101   -17
2015  13  7   6.7   3.0   3.2   4.9  428.  1.76 10 101   -19
2015  13  8   6.6  -1.3  -1.2   4.8  426.  1.71 10 101   -16
2015  13  9   6.7   1.5   1.5   4.6  422.  1.61 13 101   -15
2015  13 10   6.8  -1.1  -1.2   4.9  424.  1.74 13 101   -17
2015  13 11   6.6  -2.8  -2.8   5.1  431.  1.85 13 101   -18
2015  13 12   6.5  -4.4  -4.4   5.0  446.  1.93 27 101   -25
2015  13 13   6.0   1.1   1.1   6.3  450.  2.50 27 101   -32
2015  13 14   5.9   2.6   2.7   5.8  450.  2.31 27 101   -27
2015  13 15   5.4   1.5   1.7   5.5  442.  2.13 27 101   -22
2015  13 16   5.7   0.4   0.8   5.8  449.  2.24 27 101   -20
2015  13 17   5.4   1.3   1.8   5.5  446.  2.11 27 101   -21
2015  13 18   5.7  -2.3  -1.6   5.3  431.  1.88 20 101   -21
2015  13 19   6.2  -5.0  -4.8   5.2  426.  1.83 20 101   -19
2015  13 20   6.5  -1.6  -1.9   4.8  405.  1.54 20 101   -19
2015  13 21   6.1  -0.0   0.7   4.7  402.  1.47 20 101   -25
2015  13 22   5.9  -0.9   0.7   5.0  412.  1.68 20 101   -23
2015  13 23   6.1  -2.0  -1.0   4.9  411.  1.65 20 101   -22
2015  14  0   6.3   1.1   2.7   4.8  405.  1.53 20  80   -26
2015  14  1   6.3   0.1   1.4   4.3  400.  1.34 20  80   -25
2015  14  2   6.3  -2.4  -1.0   4.2  399.  1.32 20  80   -23
2015  14  3   6.4   0.4   1.8   4.3  399.  1.34  7  80   -23
2015  14  4   6.3   1.4   2.5   4.1  393.  1.24  7  80   -23
2015  14  5   6.3   1.1   2.0   4.4  395.  1.35  7  80   -20
2015  14  6   6.2   1.6   2.2   4.7  396.  1.46 10  80   -17
2015  14  7   6.2   0.1   0.5   4.7  396.  1.47 10  80   -15
2015  14  8   6.1   0.8   1.1   4.6  399.  1.42 10  80   -14
2015  14  9   6.2  -4.4  -4.3   5.1  389.  1.50 17  80   -16
2015  14 10   6.3   1.5   1.5   5.4  400.  1.70 17  80   -25
2015  14 11   6.5  -3.4  -3.4   5.3  384.  1.58 17  80   -28
2015  14 12   6.9  -3.8  -3.8   5.5  383.  1.67 27  80   -30
2015  14 13   6.8  -1.8  -1.8   5.4  375.  1.57 27  80   -28
2015  14 14   7.0   1.4   1.6   5.6  396.  1.79 27  80   -21
2015  14 15   7.2   2.0   2.4   5.6  392.  1.75 13  80   -15
2015  14 16   7.2  -1.9  -1.3   5.6  396.  1.79 13  80   -13
2015  14 17   7.2   1.4   2.3   5.6  396.  1.76 13  80   -14
2015  14 18   7.2  -0.1   1.2   5.3  390.  1.57 17  80   -16
2015  14 19   7.2  -2.6  -1.2   4.8  389.  1.40 17  80   -17
2015  14 20   7.1  -1.5  -0.0   5.0  389.  1.46 17  80   -15
2015  14 21   7.1   0.2   2.2   5.5  395.  1.65 10  80   -13
2015  14 22   6.9   1.8   3.5   5.8  401.  1.82 10  80   -13
2015  14 23   6.8   3.0   4.4   5.8  402.  1.80 10  80   -14
2015  15  0   6.8   3.8   4.9   5.7  401.  1.76  3  59   -16
2015  15  1   6.5   1.1   2.1   5.3  388.  1.59  3  59   -15
2015  15  2   6.5   0.5   0.9   4.9  382.  1.46  3  59   -15
2015  15  3   6.8   1.3   2.1   5.1  392.  1.54  7  59   -14
2015  15  4   6.4  -0.8   0.4   5.3  416.  1.81  7  59   -13
2015  15  5   6.6   3.4   4.0   5.3  422.  1.83  7  59   -13
2015  15  6   7.0  -3.7  -3.1   4.9  417.  1.64 13  59   -13
2015  15  7   7.4   1.4   1.8   5.1  405.  1.58 13  59   -17
2015  15  8   7.3   4.9   5.1   5.5  426.  1.87 13  59   -14
2015  15  9   7.0   4.6   4.7   4.8  414.  1.54 13  59    -7
2015  15 10   7.0  -3.4  -3.3   4.9  420.  1.65 13  59    -4
2015  15 11   6.6  -1.8  -1.8   4.8  408.  1.58 13  59   -11
2015  15 12   7.3  -5.9  -5.8   5.1  417.  1.77 30  59   -15
2015  15 13   7.2  -4.5  -4.4   5.1  415.  1.72 30  59   -14
2015  15 14   7.0   1.1   1.4   4.3  401.  1.35 30  59   -19
2015  15 15   7.4   3.1   3.4   4.0  385.  1.15 17  59   -18
2015  15 16   7.3   1.9   2.5   4.1  382.  1.16 17  59   -20
2015  15 17   7.2   2.4   3.0   3.9  371.  1.04 17  59   -18
2015  15 18   7.1   1.9   3.0   4.1  381.  1.16  3  59   -17
2015  15 19   7.2   2.5   3.8   4.5  392.  1.34  3  59   -15
2015  15 20   7.2   1.8   3.2   4.4  389.  1.30  3  59   -13
2015  15 21   7.4   3.2   4.7   4.3  385.  1.22  3  59   -11
2015  15 22   7.7   4.4   6.1   4.1  399.  1.24  3  59   -13
2015  15 23   7.9   4.0   5.8   4.7  395.  1.43  3  59   -12
2015  16  0   9.9   1.3   4.1   6.7  402.  2.21 13  52   -11
2015  16  1  10.0   1.4   4.6   6.7  428.  2.41 13  52    -9
2015  16  2   8.7  -0.5   1.2   7.3  407.  2.45 13  52    -7
2015  16  3   7.8  -4.9  -5.6   7.8  421.  2.79 30  52    -8
2015  16  4   7.8  -2.9  -1.4   7.1  402.  2.31 30  52   -21
2015  16  5   7.6  -4.5  -4.8   6.9  390.  2.10 30  52   -21
