YEAR DAY H0 IMFFF BzEEE BzMMM Densi Speed Press	Kp SSN Dsttt
2018   2 23   2.8   0.6   1.1   8.4  398.  2.38 10   0     1
2018   3  0   3.6  -0.1   0.7   8.5  392.  2.36  0   0     2
2018   3  1   3.9   0.9   1.7   9.2  393.  2.55  0   0     5
2018   3  2   4.0  -0.2   0.7  11.1  387.  2.92  0   0     7
2018   3  3   3.0  -0.5   0.0  13.3  379.  3.33  7   0     6
2018   3  4   3.4  -0.5   0.1  13.5  377.  3.32  7   0     5
2018   3  5   3.2  -0.1   0.2  13.0  369.  3.09  7   0     3
2018   3  6   2.9  -0.0   0.2  13.7  362.  3.12 10   0     1
2018   3  7   3.2   0.2   0.2  12.0  360.  2.70 10   0    -1
2018   3  8   4.0  -1.6  -1.6   9.1  364.  2.15 10   0    -4
2018   3  9   5.2   1.3   1.1   7.1  365.  1.74  7   0    -8
2018   3 10   4.5   1.6   1.4   7.8  364.  1.91  7   0    -7
2018   3 11   5.5   2.3   2.1   9.1  363.  2.19  7   0    -3
2018   3 12   4.4   1.8   1.8  10.7  367.  2.60  3   0     1
2018   3 13   3.9  -1.3  -1.5  10.7  370.  2.63  3   0     0
2018   3 14   3.3  -0.5  -0.6  12.4  365.  2.91  3   0    -2
2018   3 15   4.0   1.2   1.1  12.3  367.  2.97 10   0    -5
2018   3 16   3.8   2.1   2.1  12.5  360.  2.89 10   0    -2
2018   3 17   4.1  -0.7  -0.6  10.5  362.  2.46 10   0    -1
2018   3 18   4.1   2.2   2.2   7.9  357.  1.85  3   0    -3
2018   3 19   4.4   2.8   2.6   6.7  353.  1.53  3   0    -3
2018   3 20   4.3   2.2   1.8   6.0  360.  1.39  3   0    -1
2018   3 21   4.5   1.7   1.6   5.5  361.  1.29  0   0    -1
2018   3 22   4.2   1.0   0.7   5.6  365.  1.33  0   0     0
2018   3 23   4.3  -0.4  -0.3   5.6  367.  1.34  0   0     1
2018   4  0   4.5   1.2   1.3   5.8  368.  1.41  7  13     1
2018   4  1   4.6   2.3   2.6   6.3  366.  1.50  7  13     2
2018   4  2   4.6  -0.0   0.8   6.9  367.  1.65  7  13     5
2018   4  3   4.4  -1.3  -0.6   7.0  366.  1.65  0  13     5
2018   4  4   4.1  -2.1  -1.6   7.5  371.  1.79  0  13     3
2018   4  5   3.4  -1.1  -0.8   9.0  368.  2.08  0  13    -1
2018   4  6   2.8  -0.0   0.1   8.6  366.  2.04 10  13    -7
2018   4  7   3.6   0.0   0.1   5.4  381.  1.47 10  13    -8
2018   4  8   3.5   0.8   0.8   4.9  379.  1.28 10  13    -7
2018   4  9   3.6  -0.3  -0.4   4.8  374.  1.21  0  13    -7
2018   4 10   4.0  -0.2  -0.4   4.5  368.  1.09  0  13    -8
2018   4 11   3.4  -1.0  -1.1   4.8  366.  1.15  0  13    -9
2018   4 12   3.3   0.6   0.6   4.7  372.  1.14  7  13    -9
2018   4 13   3.0   0.4   0.4   4.5  370.  1.08  7  13    -7
2018   4 14   2.6   0.2   0.2   4.6  368.  1.09  7  13    -8
2018   4 15   2.9   0.9   0.9   4.3  372.  1.04  3  13   -11
2018   4 16   3.3  -0.7  -0.6   4.3  391.  1.16  3  13    -8
2018   4 17   3.4  -2.6  -2.5   4.5  388.  1.25  3  13    -5
2018   4 18   3.2  -2.5  -2.3   4.5  389.  1.29 13  13    -5
2018   4 19   3.4   0.5   0.7   4.8  382.  1.29 13  13    -6
2018   4 20   3.5  -1.7  -1.3   4.5  381.  1.21 13  13    -8
2018   4 21   2.8  -2.1  -1.6   5.0  389.  1.44 10  13    -8
2018   4 22   2.5  -0.2   0.2   5.8  380.  1.54 10  13    -8
2018   4 23   2.8   1.4   1.6   6.0  375.  1.53 10  13    -7
2018   5  0   3.2   0.5   0.9   5.8  373.  1.49  7  11    -6
2018   5  1   4.4  -3.3  -2.5   4.8  373.  1.25  7  11    -5
2018   5  2   4.2  -1.0   0.0   5.1  375.  1.31  7  11    -3
2018   5  3   4.0  -0.3   0.3   5.1  373.  1.29 17  11    -3
2018   5  4   3.7  -0.5  -0.1   5.0  369.  1.25 17  11    -5
2018   5  5   3.8   2.0   2.3   5.3  368.  1.32 17  11    -6
2018   5  6   3.7  -0.8  -0.5   5.0  367.  1.25 13  11    -6
2018   5  7   3.3  -1.7  -1.6   4.9  364.  1.22 13  11    -7
2018   5  8   3.3  -0.1  -0.1   5.4  361.  1.31 13  11    -8
2018   5  9   3.0  -1.2  -1.2   7.5  361.  1.74  7  11    -6
2018   5 10   2.5  -1.8  -1.9   9.0  361.  2.08  7  11    -3
2018   5 11   2.7  -2.1  -2.2   9.2  360.  2.11  7  11    -1
2018   5 12   1.6  -0.8  -0.8  10.4  358.  2.37  7  11     0
2018   5 13   1.7  -0.7  -0.7  10.1  357.  2.30  7  11    -4
2018   5 14   2.2  -0.8  -0.8  10.4  355.  2.32  7  11    -2
2018   5 15   1.0  -0.3  -0.3  13.0  350.  2.85 13  11    -3
2018   5 16   1.7  -0.2  -0.2  13.3  347.  2.87 13  11    -5
2018   5 17   2.0  -0.8  -0.9  12.5  343.  2.61 13  11    -5
2018   5 18   2.0  -1.1  -1.3  12.6  339.  2.56 10  11    -5
2018   5 19   2.8  -1.6  -2.0  12.6  337.  2.54 10  11     0
2018   5 20   3.1  -1.8  -2.2  14.0  337.  2.80 10  11     2
2018   5 21   3.3  -1.6  -2.2  15.4  336.  3.07 20  11     2
2018   5 22   1.9  -0.4  -0.8  16.1  332.  3.15 20  11     3
2018   5 23   1.7  -0.3  -0.5  16.2  331.  3.15 20  11     3
2018   6  0   1.6   1.0   1.0  16.2  328.  3.13 13  11     0
2018   6  1   1.0   0.5   0.7  15.1  323.  2.81 13  11    -5
2018   6  2   1.9   0.5   0.3  11.3  315.  1.95 13  11    -6
2018   6  3   3.3   0.0  -0.6   7.3  311.  1.20  0  11    -5
2018   6  4   3.5  -0.1  -0.7   7.3  308.  1.18  0  11    -3
2018   6  5   3.6  -0.7  -1.2   7.3  310.  1.20  0  11     1
2018   6  6   3.9  -1.7  -2.0   8.2  312.  1.36  7  11     2
2018   6  7   4.3  -2.3  -2.5   9.2  317.  1.57  7  11     0
2018   6  8   4.2  -1.1  -1.2   9.5  313.  1.59  7  11    -1
2018   6  9   4.3  -1.6  -1.5   9.1  305.  1.45  0  11    -2
2018   6 10   4.1  -0.9  -0.7   8.9  303.  1.40  0  11    -5
2018   6 11   4.1   0.3   0.4   7.4  302.  1.16  0  11    -7
2018   6 12   3.9  -1.6  -1.5   9.3  304.  1.47  3  11    -9
2018   6 13   3.5  -1.4  -1.3   9.3  305.  1.48  3  11    -8
2018   6 14   3.1   0.5   0.5   9.2  301.  1.42  3  11    -7
2018   6 15   3.3  -0.1  -0.1   8.8  300.  1.35  0  11    -3
2018   6 16   3.2   0.0   0.1   9.1  297.  1.37  0  11     0
2018   6 17   3.2   0.3   0.2   9.7  297.  1.46  0  11    -1
2018   6 18   3.2  -0.3  -0.5   9.5  298.  1.44  3  11    -2
2018   6 19   3.3  -1.1  -1.3  10.0  297.  1.50  3  11    -2
2018   6 20   3.5  -1.1  -1.3  10.1  294.  1.49  3  11    -2
2018   6 21   3.3  -1.0  -1.1  10.8  294.  1.58  3  11    -1
2018   6 22   3.1  -0.5  -1.1  10.9  295.  1.61  3  11    -1
2018   6 23   3.1  -0.5  -1.1  11.1  293.  1.61  3  11    -1
2018   7  0   3.4   0.2  -0.7  11.0  292.  1.59 10  12    -2
2018   7  1   3.3   0.8  -0.2  11.8  292.  1.70 10  12     0
2018   7  2   3.7   1.2   0.2  11.4  290.  1.62 10  12     2
2018   7  3   3.6   1.7   0.9  11.6  290.  1.66  0  12     4
2018   7  4   3.4   1.1   0.4  11.7  288.  1.64  0  12     5
2018   7  5   3.9   1.5   0.9  11.3  288.  1.58  0  12     6
2018   7  6   3.7   1.5   1.2  13.8  288.  1.93  0  12     7
2018   7  7   3.0   1.0   1.0  12.3  286.  1.70  0  12     5
2018   7  8   2.9   1.1   1.1  11.7  286.  1.62  0  12     5
2018   7  9   3.0   0.0   0.1  11.2  286.  1.55  0  12     4
2018   7 10   3.1  -0.6  -0.5  10.7  285.  1.47  0  12     2
2018   7 11   3.4   0.3   0.5   9.9  285.  1.36  0  12     0
2018   7 12   3.5   0.3   0.5  10.2  287.  1.42  3  12     2
2018   7 13   3.3   1.3   1.5  12.1  286.  1.67  3  12     2
2018   7 14   3.8   1.3   1.4  11.5  286.  1.58  3  12     1
2018   7 15   3.0   0.7   0.7  14.6  286.  2.02  7  12     3
2018   7 16   3.5   1.0   0.8  13.8  288.  1.95  7  12     2
2018   7 17   4.4   1.4   1.1  13.6  292.  1.96  7  12     3
2018   7 18   4.7  -2.7  -3.0  14.5  296.  2.16  7  12     3
2018   7 19   4.6  -0.1  -0.8  14.9  295.  2.20  7  12     3
2018   7 20   4.4   1.3   0.7  15.7  292.  2.27  7  12     5
2018   7 21   3.8   2.9   2.3  16.2  292.  2.34  3  12     6
2018   7 22   3.2   2.4   1.8  18.1  294.  2.68  3  12     7
2018   7 23   2.2   2.1   1.8  22.2  296.  3.35  3  12     9
2018   8  0   2.3   1.3   0.9  23.5  296.  3.49  3  13     7
2018   8  1   1.9   0.6   0.4  24.4  293.  3.58  3  13     7
2018   8  2   2.7   1.8   1.6  22.9  291.  3.32  3  13    10
2018   8  3   4.1   2.1   1.2  19.6  296.  2.94  7  13    10
2018   8  4   6.4   2.3   0.9  14.0  301.  2.14  7  13    11
2018   8  5   5.7   1.6   0.7  13.4  301.  2.08  7  13    10
2018   8  6   5.8   4.2   3.6  14.9  298.  2.25 23  13    15
2018   8  7  12.0   4.6   3.9  33.5  332.  6.36 23  13    32
2018   8  8  13.4   1.9   1.6  43.2  345.  8.90 23  13    29
2018   8  9  13.8   8.6   8.5  49.6  350. 10.63 17  13    27
2018   8 10  13.4   8.6   8.5  39.0  362.  9.22 17  13    26
2018   8 11  12.6   7.7   7.3  37.9  374.  9.74 17  13    25
2018   8 12  14.5   8.8   8.5  39.0  372.  9.63 37  13    27
2018   8 13  17.6  -1.5  -1.8  29.2  377.  7.49 37  13    18
2018   8 14  14.3  -7.1  -7.2  10.8  392.  3.56 37  13    -1
2018   8 15   9.6  -1.4  -1.3  24.6  405.  7.68 30  13    -9
2018   8 16  10.9   3.9   4.0  11.9  442.  5.05 30  13   -12
2018   8 17  12.1   4.3   5.1   7.3  476.  3.67 30  13    -8
2018   8 18  11.2   2.0   3.4   7.8  486.  4.31 20  13     1
2018   8 19   9.0   1.6   2.8   8.0  491.  4.65 20  13     0
2018   8 20   8.8   3.8   4.1   8.8  501.  5.00 20  13     3
2018   8 21   9.5   0.1   2.6   8.9  508.  4.94 17  13     2
2018   8 22  11.1   2.5   5.0   8.6  491.  4.28 17  13    -1
2018   8 23  11.3   1.7   3.6   7.2  498.  3.65 17  13    -3
2018   9  0   9.2  -1.3   0.8   8.8  493.  4.17 37  16    -5
2018   9  1   7.0  -3.1  -1.6   5.1  532.  2.80 37  16   -12
2018   9  2   4.7  -0.3   0.5   3.9  539.  2.23 37  16   -14
2018   9  3   4.3  -2.2  -1.4   3.8  541.  2.14 23  16   -13
2018   9  4   4.5  -2.8  -2.2   3.8  542.  2.13 23  16   -13
2018   9  5   4.4  -0.7  -0.5   3.8  521.  1.90 23  16   -16
2018   9  6   4.1   0.2   0.5   3.8  509.  1.89 20  16   -16
2018   9  7   4.1   1.0   1.2   3.5  509.  1.73 20  16   -13
2018   9  8   3.8  -0.3  -0.2   3.4  507.  1.69 20  16   -10
2018   9  9   3.1  -1.5  -1.5   3.3  522.  1.75 13  16    -9
2018   9 10   3.5   0.0  -0.0   3.0  529.  1.64 13  16    -7
2018   9 11   3.9  -0.7  -0.7   2.6  527.  1.42 13  16   -10
2018   9 12   3.9  -0.4  -0.4   2.6  525.  1.39 20  16   -14
2018   9 13   3.1  -1.0  -1.0   2.7  491.  1.28 20  16   -16
2018   9 14   3.5  -2.5  -2.5   2.5  490.  1.17 20  16   -17
2018   9 15   3.6  -2.1  -2.1   2.4  484.  1.11 20  16   -18
2018   9 16   3.2  -1.9  -1.9   2.4  479.  1.11 20  16   -16
2018   9 17   2.6  -1.1  -1.0   2.8  480.  1.26 20  16   -14
2018   9 18   2.5  -1.0  -0.8   3.1  482.  1.40 17  16   -11
2018   9 19   2.3  -0.5  -0.2   3.5  474.  1.54 17  16    -7
2018   9 20   2.9  -0.6  -0.1   3.2  475.  1.44 17  16    -7
2018   9 21   4.5  -0.6   0.4   3.4  475.  1.52 17  16    -8
2018   9 22   4.4   1.0   1.9   3.6  471.  1.57 17  16    -8
2018   9 23   4.0  -1.2  -0.6   4.3  473.  1.92 17  16    -9
2018  10  0   4.7   2.1   2.5   4.4  468.  1.92 13  20   -14
2018  10  1   5.2   2.0   3.0   5.2  463.  2.22 13  20   -12
2018  10  2   6.0  -2.7  -2.3   4.1  471.  1.81 13  20   -13
2018  10  3   6.0  -1.1  -0.3   3.8  465.  1.64 17  20   -12
2018  10  4   5.3  -0.1   0.7   4.2  461.  1.76 17  20    -8
2018  10  5   5.0   0.2   0.7   4.3  459.  1.79 17  20    -6
2018  10  6   4.3   0.5   0.9   4.5  457.  1.90 10  20    -6
2018  10  7   4.0  -0.1   0.1   4.3  452.  1.77 10  20    -7
2018  10  8   3.5  -1.0  -1.0   4.2  446.  1.70 10  20    -7
2018  10  9   3.0  -0.1  -0.1   4.2  452.  1.71 10  20    -5
2018  10 10   2.9  -0.1  -0.1   4.3  450.  1.72 10  20    -6
2018  10 11   2.7  -0.9  -0.9   4.3  447.  1.69 10  20    -5
2018  10 12   2.3  -1.0  -1.0   4.3  445.  1.68  3  20    -3
2018  10 13   2.7  -0.2  -0.3   3.9  441.  1.48  3  20    -3
2018  10 14   2.2  -0.7  -0.7   4.2  440.  1.60  3  20    -7
2018  10 15   2.6  -0.9  -0.9   4.2  431.  1.52 10  20   -11
2018  10 16   2.8  -0.6  -0.6   4.2  425.  1.48 10  20   -11
2018  10 17   2.9  -0.1   0.0   4.3  422.  1.46 10  20   -11
2018  10 18   2.8   0.7   0.8   4.5  420.  1.53  3  20    -9
2018  10 19   2.8   1.1   1.2   4.5  414.  1.48  3  20    -7
2018  10 20   2.8   0.9   1.1   4.3  411.  1.40  3  20    -5
2018  10 21   2.6   1.0   1.1   4.2  407.  1.34  0  20    -4
2018  10 22   2.7   0.5   0.7   4.2  405.  1.32  0  20    -4
2018  10 23   2.7  -0.2   0.2   4.2  404.  1.30  0  20    -5
2018  11  0   2.7  -0.1   0.4   4.2  403.  1.30  3  12    -7
2018  11  1   2.9  -0.4   0.1   4.2  402.  1.31  3  12    -5
2018  11  2   2.8  -1.6  -1.3   4.3  402.  1.34  3  12    -4
2018  11  3   3.0  -1.7  -1.5   5.2  399.  1.57 10  12    -3
2018  11  4   3.5  -0.3   0.2   5.6  396.  1.67 10  12    -5
2018  11  5   3.5   0.6   1.0   5.5  398.  1.65 10  12    -3
2018  11  6   3.3  -0.1   0.2   5.8  398.  1.74  0  12    -2
2018  11  7   3.5  -0.4  -0.2   5.4  387.  1.55  0  12    -3
2018  11  8   3.8   0.7   0.7   5.0  370.  1.34  0  12    -3
2018  11  9   3.2  -0.8  -0.7   6.0  384.  1.72  3  12    -3
2018  11 10   3.9  -1.0  -1.1   5.7  372.  1.52  3  12    -1
2018  11 11   3.3  -0.8  -0.9   6.0  379.  1.68  3  12     2
2018  11 12   3.2   0.3   0.2   5.6  388.  1.63  7  12     1
2018  11 13   4.0   0.7   0.7   5.0  384.  1.41  7  12     1
2018  11 14   4.6   1.3   1.3   4.6  377.  1.23  7  12     1
2018  11 15   4.5   0.6   0.7   4.7  374.  1.23  0  12    -1
2018  11 16   4.3   1.7   1.9   4.6  374.  1.20  0  12    -1
2018  11 17   3.4   1.0   1.2   5.1  363.  1.28  0  12     2
2018  11 18   3.3   0.4   0.3   5.5  365.  1.44  3  12     0
2018  11 19   3.2  -0.4  -0.3   5.5  363.  1.39  3  12     0
2018  11 20   3.7   1.1   1.0   5.0  359.  1.23  3  12    -1
2018  11 21   3.4   0.1   0.0   4.8  358.  1.20  7  12    -1
2018  11 22   2.8  -0.5  -0.5   4.8  356.  1.18  7  12     0
2018  11 23   2.8   0.3   0.5   5.1  354.  1.25  7  12     0
2018  12  0   3.4  -0.7   0.0   5.3  354.  1.26  7   0    -1
2018  12  1   2.9  -1.9  -1.8   5.1  354.  1.22  7   0    -3
2018  12  2   3.1  -0.3   0.0   5.1  346.  1.17  7   0    -5
2018  12  3   3.3   0.8   0.8   5.3  344.  1.18 13   0    -3
2018  12  4   3.2   1.5   1.3   5.5  344.  1.22 13   0    -3
2018  12  5   2.9   0.3   0.5   5.9  344.  1.31 13   0    -4
2018  12  6   3.4   2.1   2.3   5.9  344.  1.28 10   0    -4
2018  12  7   3.6  -1.6  -1.4   6.5  347.  1.44 10   0    -4
2018  12  8   3.5  -3.3  -3.3   6.8  346.  1.52 10   0    -3
2018  12  9   3.3  -3.0  -2.9   8.0  347.  1.72 10   0    -3
2018  12 10   3.4  -3.3  -3.3   8.7  345.  1.83 10   0    -4
2018  12 11   4.3  -4.0  -4.0   6.8  343.  1.39 10   0    -5
2018  12 12   4.1  -3.9  -3.9   8.0  339.  1.59  7   0    -5
2018  12 13   3.4  -0.6  -0.6   9.1  338.  1.82  7   0    -4
2018  12 14   3.0  -1.1  -1.1   9.3  336.  1.82  7   0    -2
2018  12 15   3.5  -1.6  -1.8   9.3  339.  1.85 13   0    -1
2018  12 16   4.7  -0.8  -1.2   8.0  340.  1.58 13   0     0
2018  12 17   5.6  -0.4  -1.1  10.7  343.  2.14 13   0     0
2018  12 18   5.8   2.0   1.1  11.5  340.  2.27  3   0    -1
2018  12 19   4.8   2.7   1.8  12.7  336.  2.44  3   0     0
2018  12 20   4.2   2.4   1.4  13.4  334.  2.57  3   0     3
2018  12 21   3.7   2.1   1.5  12.4  331.  2.35  0   0     4
2018  12 22   3.7   2.6   2.0  10.4  324.  1.90  0   0     2
2018  12 23   3.9   2.6   2.4   8.5  328.  1.66  0   0     1
2018  13  0   4.0   2.2   2.5   7.8  325.  1.52  0   0    -1
2018  13  1   4.0   2.2   2.7   7.8  323.  1.51  0   0     1
2018  13  2   3.9   1.2   1.8   8.2  320.  1.56  0   0     3
2018  13  3   3.5   0.3   0.9   8.8  321.  1.72  0   0     4
2018  13  4   2.9  -1.0  -0.7   9.5  319.  1.88  0   0     4
2018  13  5   3.1  -2.5  -2.1   9.2  326.  1.84  0   0     2
2018  13  6   3.9  -3.5  -3.3  11.4  330.  2.26 13   0     1
2018  13  7   3.8  -2.7  -2.4  15.9  335.  3.11 13   0     2
2018  13  8   6.1  -5.8  -5.7  12.5  342.  2.54 13   0     1
2018  13  9   5.7  -4.6  -4.7  16.0  339.  3.19 13   0    -2
2018  13 10   5.9  -4.6  -4.6  14.2  342.  2.92 13   0    -2
2018  13 11   5.0  -3.9  -3.9  19.6  337.  3.90 13   0     1
2018  13 12   5.3  -2.7  -2.6  25.0  335.  4.89 20   0     2
2018  13 13   4.8  -2.2  -2.2  32.4  336.  6.35 20   0    10
2018  13 14   4.9   1.9   1.8  28.1  337.  5.50 20   0    11
2018  13 15   4.9   0.4   0.3  30.0  342.  6.12 17   0    11
2018  13 16   5.8   3.8   3.6  29.4  341.  5.89 17   0    12
2018  13 17   7.0  -3.6  -3.8  25.2  336.  4.94 17   0    13
2018  13 18   8.7  -3.8  -3.2  19.7  354.  4.44 30   0    11
2018  13 19  11.3   5.7   6.2  19.2  379.  5.12 30   0     0
2018  13 20   9.4  -0.1  -1.1  17.1  426.  5.99 30   0     6
2018  13 21  12.0   6.2   6.5   8.9  483.  4.40 23   0     1
2018  13 22   9.4   1.8   2.4  10.2  530.  5.93 23   0     8
2018  13 23   9.2   1.3   3.3   9.0  564.  5.93 23   0    13
2018  14  0   7.8  -0.2   1.3  10.5  584.  7.27 47  12    13
2018  14  1   8.4   3.7   4.3  10.8  571.  7.06 47  12     2
2018  14  2   7.8   2.8   1.3  10.7  579.  7.19 47  12     3
2018  14  3   7.0  -0.4   0.1   8.9  575.  5.94 40  12    -3
2018  14  4   9.1  -7.6  -7.0   7.8  571.  5.23 40  12    -7
2018  14  5   9.0  -1.9  -0.7   6.5  567.  4.34 40  12   -10
2018  14  6   8.0  -0.8  -0.2   5.5  583.  3.67 20  12   -16
2018  14  7   7.6   0.7   1.1   4.6  577.  3.03 20  12   -20
2018  14  8   7.0   1.4   1.5   3.8  574.  2.46 20  12   -21
2018  14  9   6.6   2.7   2.7   4.0  570.  2.54 13  12   -19
2018  14 10   5.3   1.3   1.3   3.3  572.  2.11 13  12   -17
2018  14 11   4.8   0.2   0.2   2.7  576.  1.75 13  12   -15
2018  14 12   4.8  -0.1  -0.1   2.3  577.  1.50 17  12   -16
2018  14 13   5.0  -0.7  -0.6   2.3  569.  1.42 17  12   -13
2018  14 14   5.1  -0.2  -0.0   2.6  563.  1.62 17  12   -15
2018  14 15   5.1  -0.5  -0.3   2.4  557.  1.42 20  12   -13
2018  14 16   5.3  -0.2  -0.0   2.3  552.  1.32 20  12   -13
2018  14 17   5.3  -0.1   0.3   2.5  547.  1.42 20  12   -13
2018  14 18   5.4   0.2   0.6   2.6  538.  1.41 10  12   -13
2018  14 19   5.5   0.2   0.7   2.7  527.  1.40 10  12   -11
2018  14 20   5.3  -0.3  -0.0   2.8  519.  1.41 10  12   -10
2018  14 21   4.3  -0.4  -0.6   3.6  527.  1.82 20  12    -9
2018  14 22   3.5  -0.7  -0.6   4.5  511.  2.13 20  12    -4
2018  14 23   4.2  -0.6  -1.3   5.3  493.  2.33 20  12    -1
2018  15  0   6.4  -0.7  -2.2   4.5  484.  1.91 37  13    -5
2018  15  1   6.6   1.4  -0.1   4.8  478.  2.01 37  13    -6
2018  15  2   6.2   3.2   2.8   3.8  481.  1.60 37  13    -7
2018  15  3   5.2  -2.3  -1.1   4.5  508.  2.11 20  13    -5
2018  15  4   4.6  -2.7  -1.9   4.6  508.  2.16 20  13    -8
2018  15  5   4.3  -1.8  -1.2   4.6  504.  2.15 20  13   -15
2018  15  6   3.9  -0.9  -0.4   4.2  509.  1.98 27  13   -20
2018  15  7   3.5  -0.6  -0.3   4.1  507.  1.90 27  13   -18
2018  15  8   3.8  -1.2  -1.1   4.6  500.  2.06 27  13   -14
2018  15  9   3.4  -1.7  -1.7   4.4  497.  1.95 13  13   -10
2018  15 10   4.0  -1.5  -1.5   4.3  491.  1.85 13  13   -12
2018  15 11   3.6   2.4   2.4   3.9  495.  1.70 13  13   -10
2018  15 12   2.3  -0.7  -0.7   3.9  492.  1.66  7  13    -7
2018  15 13   1.8  -0.5  -0.4   4.0  486.  1.67  7  13    -4
2018  15 14   2.9  -0.5  -0.5   3.6  487.  1.51  7  13    -5
2018  15 15   3.3   0.7   0.9   2.8  465.  1.08 20  13    -9
2018  15 16   3.3   0.4   0.5   4.1  480.  1.68 20  13    -6
2018  15 17   3.3  -0.7  -0.5   4.7  481.  1.93 20  13    -5
2018  15 18   3.3  -1.2  -0.6   4.8  475.  1.94 17  13    -7
2018  15 19   3.9   0.7   1.5   4.9  471.  1.93 17  13    -7
2018  15 20   3.9   0.8   1.7   4.9  467.  1.91 17  13    -6
2018  15 21   3.4  -0.6   0.2   5.3  468.  2.06 20  13    -5
2018  15 22   2.9   0.4   1.1   5.7  464.  2.16 20  13    -2
2018  15 23   2.5   0.4   0.9   5.5  464.  2.08 20  13    -2
2018  16  0   3.3  -0.9  -0.6   5.3  461.  1.99 20  15    -3
2018  16  1   3.1   0.7   1.5   5.4  454.  1.96 20  15    -1
2018  16  2   3.0  -0.0   0.1   5.3  457.  1.94 20  15     0
2018  16  3   3.1   0.3   0.9   5.4  455.  1.96  3  15     1
2018  16  4   3.5   1.1   1.4   5.1  455.  1.85  3  15     0
2018  16  5   3.6   0.5   0.5   4.6  444.  1.59  3  15    -3
2018  16  6   3.6   1.7   1.6   4.7  444.  1.62  7  15    -6
2018  16  7   3.7   0.8   0.7   4.4  443.  1.52  7  15    -6
