YEAR DAY H0 IMFFF BzEEE BzMMM Densi Speed Press	Kp SSN Dsttt
2019   4 17  10.0  -6.4  -6.2  36.2  342.  7.27 30  13     5
2019   4 18   9.6  -0.3   0.2  31.3  353.  7.06 27  13    -6
2019   4 19   8.4  -1.7  -1.2  28.0  365.  6.78 27  13    -8
2019   4 20   7.4  -0.5  -1.8  33.7  362.  7.94 27  13    -4
2019   4 21   6.1  -2.3  -2.5  33.9  353.  7.36 33  13    -4
2019   4 22   9.6  -1.7   0.2  22.6  380.  5.89 33  13    -2
2019   4 23   7.7  -4.0  -4.1  19.6  407.  5.92 33  13     4
2019   5  0   6.4   3.3   4.2  15.6  416.  5.01 50  11   -13
2019   5  1   8.7   2.6   2.6  11.5  421.  3.87 50  11   -12
2019   5  2   9.6  -7.1  -7.0   9.5  437.  3.44 50  11   -10
2019   5  3  10.5   2.1   0.7   6.3  480.  2.97 40  11   -18
2019   5  4  11.4   4.3   2.9   6.1  482.  2.83 40  11   -15
2019   5  5  11.4   4.1   3.1   5.8  484.  2.67 40  11   -10
2019   5  6  10.2   5.4   5.0   6.9  482.  3.02 23  11    -7
2019   5  7   9.7   0.7   0.6   6.0  484.  2.62 23  11    -9
2019   5  8   8.8   1.0   1.0   5.0  480.  2.14 23  11   -13
2019   5  9   8.7   4.1   4.3   5.3  461.  2.25 23  11   -12
2019   5 10   7.3   1.1   1.1   3.9  471.  1.73 23  11    -5
2019   5 11   4.3  -0.2  -0.2   2.5  508.  1.12 23  11   -11
2019   5 12   4.3   0.4   0.4   2.6  508.  1.18 17  11   -13
2019   5 13   4.2   1.4   1.5   2.2  511.  1.02 17  11    -8
2019   5 14   4.5   0.3   0.3   2.6  517.  1.20 17  11    -5
2019   5 15   4.5  -1.1  -1.1   2.9  532.  1.43 23  11    -9
2019   5 16   4.4  -0.4  -0.5   2.8  531.  1.39 23  11   -15
2019   5 17   4.4   2.0   1.9   3.2  512.  1.49 23  11   -23
2019   5 18   4.1   0.3   0.3   3.7  514.  1.74 20  11   -19
2019   5 19   4.3  -0.2  -0.4   3.3  505.  1.50 20  11   -17
2019   5 20   4.6  -1.6  -2.0   3.0  492.  1.28 20  11   -13
2019   5 21   4.8  -1.2  -1.7   3.1  491.  1.31 30  11   -14
2019   5 22   5.1  -1.9  -2.1   2.8  488.  1.18 30  11   -14
2019   5 23   5.7   0.0   0.8   3.1  489.  1.29 30  11   -13
2019   6  0   6.1  -0.8  -1.0   3.3  477.  1.31 17   0   -10
2019   6  1   6.2   2.4   1.2   4.0  501.  1.75 17   0    -9
2019   6  2   5.8   0.8  -0.3   3.9  499.  1.70 17   0   -10
2019   6  3   4.9   0.1  -0.6   3.5  492.  1.49 27   0   -13
2019   6  4   4.8   1.6   1.1   4.1  502.  1.79 27   0   -11
2019   6  5   4.9  -0.4  -0.9   4.4  517.  2.03 27   0    -6
2019   6  6   4.7  -0.2  -0.3   3.4  498.  1.50 23   0    -8
2019   6  7   4.3  -1.7  -1.8   3.5  503.  1.63 23   0   -10
2019   6  8   4.4  -1.5  -1.5   3.5  507.  1.55 23   0    -8
2019   6  9   4.7  -0.6  -0.5   3.7  520.  1.87 17   0    -8
2019   6 10   5.0   0.0   0.2   3.9  519.  1.81 17   0    -7
2019   6 11   5.0  -0.5  -0.4   2.9  507.  1.49 17   0    -4
2019   6 12   5.3  -0.5  -0.2   2.9  515.  1.54 20   0    -6
2019   6 13   4.8  -0.3  -0.1   3.4  528.  1.70 20   0    -9
2019   6 14   4.8   0.8   0.8   3.3  553.  1.77 20   0    -9
2019   6 15   4.6   2.4   2.3   3.9  544.  2.03 27   0   -10
2019   6 16   5.8   0.7   0.5   3.9  547.  2.04 27   0    -7
2019   6 17   5.3  -1.9  -2.3   3.9  554.  2.11 27   0    -7
2019   6 18   5.0  -3.4  -3.6   3.6  544.  1.89 30   0   -10
2019   6 19   4.8   0.6   0.1   3.7  540.  1.93 30   0   -15
2019   6 20   3.9   0.2   0.1   3.4  543.  1.79 30   0   -14
2019   6 21   3.8  -0.9  -1.0   3.1  545.  1.65 20   0   -10
2019   6 22   3.8   1.2   0.8   3.2  549.  1.70 20   0    -9
2019   6 23   4.0   1.3   0.9   2.5  539.  1.27 20   0    -8
2019   7  0   3.9   0.6   0.5   2.4  531.  1.22 17   0    -4
2019   7  1   3.7   0.2   0.6   2.3  532.  1.14 17   0    -4
2019   7  2   3.8   0.5   0.8   2.1  519.  0.98 17   0    -6
2019   7  3   3.6   0.8   1.1   2.4  521.  1.16 23   0    -6
2019   7  4   3.3   0.7   0.9   2.4  523.  1.16 23   0    -6
2019   7  5   3.2   0.1  -0.2   3.2  543.  1.66 23   0    -6
2019   7  6   3.4  -1.1  -1.3   3.3  535.  1.65 17   0    -7
2019   7  7   3.3  -0.9  -0.9   2.9  502.  1.29 17   0   -12
2019   7  8   2.9   0.7   0.7   3.3  502.  1.47 17   0   -15
2019   7  9   3.2   0.8   0.8   3.2  513.  1.49 20   0   -14
2019   7 10   4.1  -2.0  -1.8   3.4  505.  1.51 20   0   -10
2019   7 11   4.0  -0.9  -0.8   3.6  499.  1.56 20   0    -9
2019   7 12   3.8   0.1   0.2   3.7  495.  1.59 17   0    -6
2019   7 13   4.0  -1.4  -1.4   3.1  474.  1.22 17   0    -2
2019   7 14   4.2   0.8   0.8   4.1  486.  1.68 17   0    -1
2019   7 15   4.7   1.5   1.5   4.6  497.  1.97  3   0     1
2019   7 16   4.7   1.7   1.9   4.2  491.  1.77  3   0    -1
2019   7 17   4.4   2.1   2.3   4.1  476.  1.63  3   0    -2
2019   7 18   4.5   1.2   1.5   3.3  460.  1.24  3   0    -1
2019   7 19   4.5   0.8   1.0   3.7  458.  1.36  3   0    -2
2019   7 20   4.5   1.8   2.4   4.5  470.  1.73  3   0    -1
2019   7 21   4.4   0.7   1.3   4.3  460.  1.59 20   0    -2
2019   7 22   4.4   2.6   2.6   4.9  472.  1.90 20   0    -2
2019   7 23   4.6   1.4   2.2   5.1  467.  1.94 20   0     1
2019   8  0   4.4   0.0   0.8   5.2  461.  1.93 23   0     3
2019   8  1   4.7  -2.9  -2.3   5.0  458.  1.83 23   0     1
2019   8  2   4.8  -1.9  -1.4   4.4  447.  1.54 23   0     1
2019   8  3   4.7   0.8   0.9   3.7  435.  1.23 17   0     3
2019   8  4   4.6   0.2   0.0   3.2  429.  1.09 17   0     2
2019   8  5   4.7  -0.5  -0.5   3.1  424.  1.02 17   0     0
2019   8  6   4.6   1.0   0.7   4.1  441.  1.42 13   0     0
2019   8  7   4.9   0.2   0.1   3.3  422.  1.08 13   0     0
2019   8  8   5.0  -1.4  -1.4   3.6  418.  1.14 13   0    -1
2019   8  9   5.1  -1.4  -1.4   4.1  424.  1.32 23   0    -3
2019   8 10   5.4   0.1   0.3   5.1  438.  1.73 23   0    -3
2019   8 11   4.1  -1.6  -1.5   6.3  446.  2.22 23   0    -2
2019   8 12   4.6   0.8   0.9   6.0  434.  2.00 13   0    -6
2019   8 13   4.9   0.1   0.2   6.0  439.  2.04 13   0     0
2019   8 14   4.8   2.8   2.8   5.9  442.  2.03 13   0     1
2019   8 15   4.5   2.9   2.9   5.9  430.  1.92  7   0     0
2019   8 16   4.8   3.6   3.4   5.6  429.  1.80  7   0    -2
2019   8 17   4.6   2.3   2.3   5.4  414.  1.62  7   0    -2
2019   8 18   4.8   0.6   0.8   5.2  411.  1.54 13   0     0
2019   8 19   4.8   1.7   1.2   5.1  415.  1.55 13   0     1
2019   8 20   5.4   2.9   2.0   5.9  427.  1.87 13   0     3
2019   8 21   5.7   1.5   0.3   6.1  422.  1.89  3   0     3
2019   8 22   5.9   0.3  -1.0   6.1  421.  1.88  3   0     2
2019   8 23   6.1   2.3   0.8   6.2  422.  1.93  3   0     0
2019   9  0   5.4   0.6  -0.7   6.6  431.  2.19 17   0     2
2019   9  1   4.7  -0.1  -1.1   8.1  429.  2.62 17   0     2
2019   9  2   4.5  -2.9  -3.1   7.4  432.  2.44 17   0     0
2019   9  3   4.1   1.5   1.4   6.6  429.  2.18  7   0     2
2019   9  4   3.6   1.7   1.5   6.3  435.  2.15  7   0     4
2019   9  5   3.0  -0.4  -0.5   6.9  438.  2.35  7   0     6
2019   9  6   4.5  -2.1  -2.1   5.8  439.  1.96 10   0     3
2019   9  7   2.9  -1.3  -1.4   6.4  424.  2.04 10   0     3
2019   9  8   2.4  -1.5  -1.5   7.2  408.  2.14 10   0    -2
2019   9  9   2.9  -1.0  -1.0   7.2  405.  2.11 13   0     0
2019   9 10   3.5  -1.4  -1.4   7.0  405.  2.06 13   0     3
2019   9 11   5.4  -4.1  -4.0   7.0  406.  2.07 13   0     3
2019   9 12   5.0  -1.2  -1.0   7.1  407.  2.11  7   0     3
2019   9 13   3.9   1.5   1.5   7.7  399.  2.20  7   0     4
2019   9 14   4.2   1.4   1.4   4.7  408.  1.40  7   0     3
2019   9 15   4.0   0.2   0.2   3.1  415.  0.96  3   0     0
2019   9 16   3.2   0.2   0.2   4.4  432.  1.45  3   0    -2
2019   9 17   2.5  -0.9  -1.0   4.8  424.  1.52  3   0    -2
2019   9 18   3.1  -1.0  -0.7   4.5  422.  1.41 10   0    -1
2019   9 19   3.6  -0.7  -0.4   4.7  421.  1.46 10   0     1
2019   9 20   3.4  -1.8  -1.8   5.3  415.  1.61 10   0     0
2019   9 21   2.7  -1.2  -1.1   5.4  406.  1.56 10   0    -2
2019   9 22   1.8  -1.2  -1.3   5.6  408.  1.63 10   0    -2
2019   9 23   2.8  -1.0  -1.1   4.9  406.  1.41 10   0    -1
2019  10  0   3.5   0.5   1.1   4.9  403.  1.38 10   0    -1
2019  10  1   3.6   0.2   0.5   4.7  404.  1.33 10   0    -3
2019  10  2   3.3  -0.3  -0.0   3.9  403.  1.10 10   0    -3
2019  10  3   3.1  -0.2  -0.4   4.1  406.  1.17  7   0    -1
2019  10  4   3.0   0.1   0.1   5.8  384.  1.50  7   0     1
2019  10  5   3.3  -0.1   0.1   6.5  362.  1.52  7   0     0
2019  10  6   3.8  -0.6  -0.4   6.0  360.  1.39 10   0     2
2019  10  7   4.3  -1.4  -1.2   7.9  361.  1.84 10   0     3
2019  10  8   4.5   1.6   1.6   7.7  353.  1.72 10   0    -1
2019  10  9   4.8   2.3   2.3   6.5  364.  1.53 10   0     1
2019  10 10   4.0  -0.3  -0.3   6.6  365.  1.55 10   0     7
2019  10 11   3.9  -1.8  -1.7   7.4  371.  1.78 10   0    10
2019  10 12   4.4  -2.3  -2.2   8.1  372.  1.95 13   0     9
2019  10 13   5.7  -0.4  -0.4   6.6  381.  1.66 13   0     3
2019  10 14   6.3   1.1   1.1   7.0  382.  1.75 13   0     2
2019  10 15   6.0   1.2   1.1   6.1  375.  1.47  3   0     5
2019  10 16   5.8   1.1   1.0   6.6  374.  1.58  3   0     7
2019  10 17   6.4   2.1   1.9   8.2  381.  2.04  3   0     9
2019  10 18   6.6   1.7   1.7   6.8  374.  1.65  0   0     6
2019  10 19   6.1   1.9   2.2   6.6  368.  1.55  0   0     6
2019  10 20   6.3   2.4   3.0   6.6  370.  1.57  0   0     6
2019  10 21   7.1   2.2   2.6   3.7  378.  0.93  7   0     3
2019  10 22   6.6   0.8   0.7   2.8  385.  0.83  7   0     1
2019  10 23   6.4   0.8  -0.2   3.3  411.  0.99  7   0     1
2019  11  0   6.4   0.4  -1.5   4.3  439.  1.47 13   0     2
2019  11  1   5.0   1.3   1.6   5.2  470.  2.08 13   0     5
2019  11  2   4.9  -1.4  -1.5   5.3  500.  2.41 13   0     6
2019  11  3   5.5   1.1   1.1   5.3  504.  2.58 17   0     1
2019  11  4   5.5   0.8   0.6   5.5  509.  2.76 17   0     6
2019  11  5   4.6  -2.2  -2.5   5.4  509.  2.66 17   0     9
2019  11  6   6.6  -3.0  -3.0   4.5  499.  2.12 33   0     4
2019  11  7   6.1  -1.8  -2.2   5.7  480.  2.46 33   0     0
2019  11  8   5.6   1.6   1.4   4.2  470.  1.77 33   0    -4
2019  11  9   5.2   1.3   1.3   4.1  460.  1.58 13   0    -3
2019  11 10   4.9  -1.7  -1.7   5.3  450.  1.92 13   0    -2
2019  11 11   7.3  -1.6  -1.6   4.6  448.  1.62 13   0    -4
2019  11 12   4.2  -2.1  -2.1   4.9  442.  1.69 13   0    -4
2019  11 13   4.5  -1.2  -1.2   5.2  446.  1.81 13   0    -3
2019  11 14   4.3  -0.5  -0.5   3.4  440.  1.20 13   0    -1
2019  11 15   4.6   0.8   0.7   2.7  412.  0.84  3   0    -2
2019  11 16   4.1  -0.6  -0.9   4.0  424.  1.29  3   0    -1
2019  11 17   4.5   0.3  -0.2   3.9  422.  1.26  3   0     0
2019  11 18   4.7   0.9   0.3   3.9  421.  1.23 13   0     2
2019  11 19   4.9   2.0   1.3   3.3  421.  1.04 13   0     3
2019  11 20   4.7   1.8   0.8   3.2  424.  1.02 13   0     4
2019  11 21   4.6   0.5  -0.4   2.4  403.  0.70  3   0     3
2019  11 22   4.7   0.4  -0.9   3.0  405.  0.86  3   0     1
2019  11 23   4.6   0.2  -0.8   2.7  403.  0.79  3   0    -3
2019  12  0   4.6   0.4  -0.4   2.4  404.  0.71  7   0    -5
2019  12  1   4.2   0.7   0.2   2.8  415.  0.85  7   0    -6
2019  12  2   3.3   0.6   0.4   3.6  412.  1.09  7   0    -9
2019  12  3   3.1  -0.2  -0.4   3.5  408.  1.04  3   0    -4
2019  12  4   2.4  -0.8  -0.8   3.4  415.  1.04  3   0    -1
2019  12  5   3.0   0.5   0.6   3.5  410.  1.05  3   0    -1
2019  12  6   3.4  -0.3  -0.2   3.5  405.  1.03  0   0     0
2019  12  7   3.3   0.1   0.1   3.5  398.  1.00  0   0    -1
2019  12  8   3.1   0.1   0.0   3.5  391.  0.96  0   0    -2
2019  12  9   3.3  -1.0  -1.0   3.6  390.  0.98  0   0    -4
2019  12 10   3.1  -1.1  -1.1   3.8  386.  1.01  0   0    -6
2019  12 11   3.3  -0.7  -0.7   3.3  380.  0.85  0   0    -8
2019  12 12   3.1  -1.7  -1.7   3.7  379.  0.93 10   0    -5
2019  12 13   3.1  -1.2  -1.2   3.6  378.  0.90 10   0    -4
2019  12 14   2.9  -1.4  -1.5   3.5  376.  0.87 10   0    -3
2019  12 15   2.9  -1.0  -1.1   3.5  378.  0.88  7   0    -3
2019  12 16   2.7  -0.8  -0.9   3.5  375.  0.86  7   0    -1
2019  12 17   2.8  -0.3  -0.6   3.5  378.  0.87  7   0     0
2019  12 18   3.0  -0.3  -0.6   2.9  378.  0.72  3   0     1
2019  12 19   2.8  -1.2  -1.5   3.4  364.  0.79  3   0     1
2019  12 20   3.0  -0.5  -1.1   3.2  358.  0.72  3   0     0
2019  12 21   2.8   0.0  -0.4   3.2  352.  0.69  3   0     0
2019  12 22   2.9  -1.0  -1.3   3.2  355.  0.70  3   0    -1
2019  12 23   2.9  -2.0  -2.4   3.6  362.  0.81  3   0     0
2019  13  0   2.9  -1.3  -1.9   3.5  362.  0.79  3   0     0
2019  13  1   2.8  -1.0  -1.5   3.4  366.  0.79  3   0    -1
2019  13  2   2.8  -0.8  -1.3   3.1  362.  0.70  3   0    -3
2019  13  3   3.1  -0.7  -1.0   2.6  352.  0.56 10   0    -4
2019  13  4   3.3  -0.7  -1.0   2.4  352.  0.52 10   0    -4
2019  13  5   2.9  -1.0  -1.3   3.2  350.  0.68 10   0     1
2019  13  6   2.7  -1.4  -1.6   4.0  345.  0.82  7   0     7
2019  13  7   3.4  -0.8  -1.0   4.1  338.  0.80  7   0     9
2019  13  8   3.1  -0.0  -0.2   6.2  348.  1.28  7   0     9
2019  13  9   3.1  -0.1  -0.2   6.2  340.  1.22  7   0     7
2019  13 10   3.2  -0.3  -0.4   5.3  326.  0.95  7   0     4
2019  13 11   3.0   0.6   0.6   8.4  307.  1.33  7   0     4
2019  13 12   3.1   0.7   0.7   9.1  299.  1.37  0   0     3
2019  13 13   3.2   0.2   0.2   9.8  295.  1.44  0   0     3
2019  13 14   3.4  -0.4  -0.4   9.7  294.  1.42  0   0     4
2019  13 15   3.0  -1.1  -1.2  10.0  291.  1.43  0   0     6
2019  13 16   3.0  -0.9  -1.1  10.7  292.  1.54  0   0     7
2019  13 17   3.0   0.1  -0.2  12.3  292.  1.77  0   0     7
2019  13 18   2.0  -0.3  -0.5  12.9  297.  1.92  7   0     7
2019  13 19   2.8   0.1  -0.4  14.0  296.  2.06  7   0     7
2019  13 20   3.1  -0.3  -1.0  14.9  293.  2.16  7   0     9
2019  13 21   3.2   0.7   0.1  19.3  297.  2.87 10   0    14
2019  13 22   4.1   0.3   0.0  22.1  315.  3.69 10   0    18
2019  13 23   5.9  -0.5  -1.8  24.2  331.  4.50 10   0    23
2019  14  0   9.8   3.9   1.3  14.4  333.  2.75 20   0    14
2019  14  1  10.2   3.0   0.0  14.3  345.  2.92 20   0    15
2019  14  2   9.5   0.6  -2.2  14.5  350.  3.04 20   0    15
2019  14  3   6.3   1.5   2.3  12.9  372.  3.20 17   0    18
2019  14  4   6.1  -3.8  -3.3  11.8  379.  3.05 17   0    17
2019  14  5   5.1   0.5   1.3  11.5  375.  2.92 17   0    16
2019  14  6   5.2   0.1   0.4   9.9  390.  2.69 20   0    14
2019  14  7   5.0  -0.6  -0.2   9.5  393.  2.61 20   0    11
2019  14  8   5.1  -2.1  -2.1   8.0  403.  2.31 20   0     5
2019  14  9   4.3  -2.8  -2.9   8.9  401.  2.52 20   0     5
2019  14 10   3.5  -1.9  -2.0   9.3  394.  2.56 20   0     5
2019  14 11   2.6   0.2   0.2  10.2  389.  2.74 20   0     1
2019  14 12   3.1   0.2   0.2   9.5  389.  2.55  7   0    -2
2019  14 13   3.2   0.3   0.3   8.8  385.  2.31  7   0    -2
2019  14 14   3.5   0.1   0.1   9.0  378.  2.26  7   0     6
2019  14 15   4.0   0.1  -0.0  10.2  377.  2.56 17   0     9
2019  14 16   5.6  -0.5  -0.8  11.4  381.  2.89 17   0     9
2019  14 17   6.1   0.1  -0.7  10.3  386.  2.66 17   0     7
2019  14 18   5.8   3.4   2.7  10.5  383.  2.68 10   0     7
2019  14 19   4.6   1.7   1.1  11.7  385.  2.98 10   0     8
2019  14 20   4.4   1.4   0.7  13.9  375.  3.34 10   0    15
2019  14 21   4.4   1.5   0.7  13.7  373.  3.26 27   0    18
2019  14 22   5.1   0.0  -1.0  13.1  367.  3.03 27   0    14
2019  14 23   6.0   1.8   1.4   8.5  350.  1.81 27   0    14
2019  15  0   5.9   0.1  -1.1  11.0  347.  2.30 27   0     8
2019  15  1   5.6  -3.1  -3.9  10.3  344.  2.10 27   0     6
2019  15  2   5.3  -2.6  -3.1   9.1  341.  1.82 27   0     4
2019  15  3   5.5   0.1  -0.3   5.0  333.  1.11  7   0     2
2019  15  4   5.2   1.1   0.5   6.0  335.  1.20  7   0     2
2019  15  5   5.2   1.0   0.2   6.0  337.  1.20  7   0    -1
2019  15  6   5.1   1.1   0.9   6.3  328.  1.19 13   0     2
2019  15  7   5.3   2.0   2.0   7.6  330.  1.45 13   0     6
2019  15  8   5.6   2.1   1.8   7.0  349.  1.50 13   0    12
2019  15  9   5.6   2.8   2.7   6.6  346.  1.40  7   0    10
2019  15 10   7.0  -0.1  -0.2   3.6  355.  0.80  7   0     8
2019  15 11   7.7  -0.1  -0.1   4.1  356.  0.90  7   0     3
2019  15 12   7.4   1.3   1.2   4.1  345.  0.85  7   0     0
2019  15 13   6.2   1.6   1.5   6.1  349.  1.30  7   0     0
2019  15 14   6.3   1.8   1.6   6.7  356.  1.46  7   0     5
2019  15 15   6.6  -0.0  -0.3   8.3  356.  1.83 10   0     5
2019  15 16   6.8   0.0  -0.6   5.0  389.  1.35 10   0     3
2019  15 17   6.3   0.2  -0.7   6.3  382.  1.64 10   0     0
2019  15 18   6.3   0.7   0.0   9.1  377.  2.29 13   0     4
2019  15 19   7.1  -2.6  -3.7  10.9  384.  2.83 13   0     9
2019  15 20   5.9   1.1   0.1   9.6  404.  2.85 13   0     8
2019  15 21   6.4   1.8   2.0   7.3  410.  2.28 10   0     9
2019  15 22   5.6   1.4   1.5   7.4  417.  2.39 10   0     7
2019  15 23   5.7   0.7   1.3   6.3  408.  1.99 10   0     7
2019  16  0   5.4   1.9   1.9   6.4  405.  2.00  3   0     6
2019  16  1   5.1   0.8   0.6   6.5  400.  2.01  3   0     5
2019  16  2   5.1  -1.2  -1.4   7.1  400.  2.15  3   0     5
2019  16  3   5.5  -1.4  -1.7   6.7  395.  2.03 17   0     6
2019  16  4   5.4  -1.0  -1.5   6.5  391.  1.89 17   0     6
2019  16  5   5.1   0.5   0.0   6.6  387.  1.82 17   0    -3
2019  16  6   4.8  -1.3  -1.7   6.5  383.  1.75 17   0    -7
2019  16  7   4.7  -2.1  -2.4   7.3  378.  1.92 17   0    -6
2019  16  8   5.0   1.4   1.2   7.8  381.  2.09 17   0    -2
2019  16  9   5.3   0.6   0.5   8.2  378.  2.14  3   0     1
